source,track,archival_status,is_in_core_corpus,replaced_by_doi,matched_archival_id,matched_archival_doi,openalex_id,title,doi,type,publication_date,publication_year,is_watchlist_candidate,watchlist_tag,resilience_paradigm,cloud_context,cited_by_count,best_pdf_url
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2164788690,ChordMR: A P2P-based Job Management Scheme in Cloud,10.4304/jnw.9.3.541-548,article,2014-03-05,2014,False,,Simulation,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4416026623,Systematic Review of SIEM Integration for Threat Detection and Log Correlation in AWS-Based Infrastructure,10.62225/2583049x.2023.3.1.5172,article,2023-02-13,2023,False,,ML,Serverless,4,https://www.multiresearchjournal.com/admin/uploads/archives/archive-1762591459.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2013364947,Autonomic Resource Allocation for Cloud Data Centers: A Peer to Peer Approach,10.1109/iccac.2014.16,article,2014-09-01,2014,False,,Simulation,GeneralCloud,27,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403442585,CAPP-GPT: A computer-aided process planning-generative pretrained transformer framework for smart manufacturing,10.1016/j.mfglet.2024.09.009,article,2024-10-01,2024,False,,ML,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3209907335,Predictive Scaling for Elastic Compute Resources on Public Cloud Utilizing Deep Learning based Long Short-term Memory,10.14569/ijacsa.2021.0121010,article,2021-01-01,2021,False,,ML,GeneralCloud,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413392231,Artificial intelligence for secure and sustainable industrial control systems - A Survey of challenges and solutions,10.1007/s10462-025-11320-9,article,2025-08-21,2025,False,,ML,GeneralCloud,4,https://link.springer.com/content/pdf/10.1007/s10462-025-11320-9.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4402533879,"Fog Computing: Basics, Key Technologies, Open Issues, And Future Research Directionss",10.53555/ajbr.v27i1s.1538,article,2024-09-14,2024,False,,ML,Edge,4,https://africanjournalofbiomedicalresearch.com/index.php/AJBR/article/download/1538/2632
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2480075582,Self-Healing Cloud Applications,10.1109/icst.2016.50,article,2016-04-01,2016,False,,ML,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W7117540752,A Software Architecture for the Application of Chaos Engineering in Reinforcement Learning-Based Production Scheduling,10.1109/rasse64831.2025.11315319,article,2025-11-04,2025,False,,Chaos,Unknown,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408664519,Enhancing intrusion detection in containerized services: Assessing machine learning models and an advanced representation for system call data,10.1016/j.cose.2025.104438,article,2025-03-20,2025,False,,ML,Edge,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4406092438,Developing an IoT and ML-driven platform for fruit ripeness evaluation and spoilage detection: A case study on bananas,10.1016/j.prime.2025.100896,article,2025-01-07,2025,False,,ML,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414165897,A Deep Reinforcement Learning-Based Approach to Resilient Service Placement for Mobile Edge Computing,10.1109/access.2025.3607811,article,2025-01-01,2025,False,,ML,Edge,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2946528933,A Service-Based Testing Framework for NFV Platform Performance Evaluation,10.1109/icrms.2018.00055,article,2018-10-01,2018,False,,Chaos,Unknown,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405256959,AI-driven security for next-generation data centers: Conceptualizing autonomous threat detection and response in cloud-connected environments,10.30574/gscarr.2023.15.2.0136,article,2023-05-30,2023,False,,ML,Edge,2,https://gsconlinepress.com/journals/gscarr/sites/default/files/GSCARR-2023-0136.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4416249130,Chaos Engineering: A Multi-Vocal Literature Review,10.1145/3777375,article,2025-11-15,2025,False,,Chaos,K8s,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4411550663,Cloud-native simulation framework for gossip protocol: Modeling and analyzing network dynamics,10.1371/journal.pone.0325817,article,2025-06-23,2025,False,,Simulation,Unknown,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4213269419,Failure Prediction for Cloud Applications through Ensemble Learning,10.1109/issrew53611.2021.00095,article,2021-10-01,2021,False,,Chaos,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4410099165,Adaptive AI Workflows for Edge-to-Cloud Processing in Decentralized Mobile Infrastructure,10.53555/jrtdd.v6i10s(2).3570,article,2023-01-01,2023,False,,Analytics,Edge,14,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W1909614025,Misbehavior Detection Framework for Community-Based Cloud Computing,10.1109/ficloud.2015.94,article,2015-08-01,2015,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4381745602,Real-Time Task Scheduling and Resource Scheduling in Fog Computing using Deep Learning Techniques,10.1109/icdcece57866.2023.10150474,article,2023-04-29,2023,False,,ML,Edge,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4231748473,"Cloud computing based on agent technology, super-recursive algorithms and DNA",10.1504/ijguc.2018.091725,article,2018-01-01,2018,False,,ML,GeneralCloud,10,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3212729550,"Transitioning from Legacy Air Traffic Management to Airspace Management through Secure, Cloud-Native Automation Solutions",10.1109/dasc52595.2021.9594313,article,2021-10-03,2021,False,,ML,HybridCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4401943312,Carbon-Aware and Fault-Tolerant Migration of Deep Learning Workloads in the Geo-Distributed Cloud,10.1109/cloud62652.2024.00062,article,2024-07-07,2024,False,,ML,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408638362,Enhancing network security through integration of game theory in software-defined networking framework,10.1007/s10207-025-01012-4,article,2025-03-19,2025,False,,Analytics,GeneralCloud,6,https://link.springer.com/content/pdf/10.1007/s10207-025-01012-4.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4379137643,A novel fault tolerance based load balancing technique in cloud computing,10.3233/jifs-230102,article,2023-06-02,2023,False,,Simulation,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4401377486,AI-powered fault detection and mitigation in cloud computing infrastructures,10.30574/wjarr.2023.18.3.0235,article,2023-06-30,2023,False,,ML,GeneralCloud,1,https://wjarr.com/sites/default/files/WJARR-2023-0235.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4407127863,Enhancing Cloud Security: A Multi-Factor Authentication and Adaptive Cryptography Approach Using Machine Learning Techniques,10.1109/ojcs.2025.3538557,article,2025-01-01,2025,False,,ML,GeneralCloud,17,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4406499881,AI-Augmented Software Development: Boosting Efficiency and Quality,10.1109/dasa63652.2024.10836523,article,2024-12-11,2024,False,,ML,Unknown,7,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3214696341,SECS/GEMsec: A Mechanism for Detection and Prevention of Cyber-Attacks on SECS/GEM Communications in Industry 4.0 Landscape,10.1109/access.2021.3127515,article,2021-01-01,2021,False,,ML,GeneralCloud,29,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409271233,Knowledge flows in industry 4.0 research: a longitudinal and dynamic analysis,10.1007/s42488-025-00146-3,article,2025-04-07,2025,False,,Simulation,GeneralCloud,10,https://link.springer.com/content/pdf/10.1007/s42488-025-00146-3.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2890623827,Achieving a Fault Tolerant and Reliable Cloud Data Center Network,10.1109/scc.2018.00033,article,2018-07-01,2018,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2040152510,Resource Trust Management in Auto-Adaptive Overlay Network for Mobile Cloud Computing,10.1109/ispdc.2014.25,article,2014-06-01,2014,False,,Simulation,GeneralCloud,5,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4399916525,Towards antifragility of cloud systems: An adaptive chaos driven framework,10.1016/j.infsof.2024.107519,article,2024-06-22,2024,False,,Chaos,Unknown,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4393158774,A Novel Edge Platform Streamlining Connectivity between Modern Edge Devices and the Cloud,10.3390/fi16040111,article,2024-03-25,2024,False,,ML,Edge,5,https://www.mdpi.com/1999-5903/16/4/111/pdf?version=1711378384
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4399331826,Artificial intelligence applications in solar energy,10.62527/joiv.8.2.2686,article,2024-05-31,2024,False,,ML,GeneralCloud,14,http://joiv.org/index.php/joiv/article/download/2686/951
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2762195633,A Novel Optimization Framework for C-RAN BBU Selection Based on Resiliency and Price,10.1109/vtcfall.2017.8288046,article,2017-09-01,2017,False,,Simulation,GeneralCloud,12,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2101169170,Energy efficiency considerations in integrated IT and optical network resilient infrastructures,10.1109/icton.2011.5971045,article,2011-06-01,2011,False,,Analytics,GeneralCloud,14,https://biblio.ugent.be/publication/1262784/file/2952424.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2004287909,A data placement strategy based on clustering and consistent hashing algorithm in cloud computing,10.1109/chinacom.2014.7054342,article,2014-08-01,2014,False,,Simulation,GeneralCloud,12,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4392825865,Fault-Tolerant Communication in HSDC: Ensuring Reliable Data Transmission in Smart Cities,10.1109/tr.2024.3371953,article,2024-03-14,2024,False,,Simulation,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4311628232,Robust Financial Fraud Alerting System Based in the Cloud Environment,10.3390/s22239461,article,2022-12-03,2022,False,,Formal,GeneralCloud,24,https://www.mdpi.com/1424-8220/22/23/9461/pdf?version=1670468772
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4414657315,"Designing resilient, low-latency data pipelines for streaming big data analytics using Apache Kafka and Spark ecosystems",10.30574/wjarr.2025.27.3.3369,article,2025-09-30,2025,False,,ML,K8s,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405350707,Enabling end-to-end secure federated learning in biomedical research on heterogeneous computing environments with <tt>APPFLx</tt>,10.1016/j.csbj.2024.12.001,article,2024-12-13,2024,False,,ML,GeneralCloud,11,https://pmc.ncbi.nlm.nih.gov/articles/PMC11782895/pdf/main.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4399570692,Deep Learning Applications in Cloud Security: Challenges and Opportunities,10.60087/jaigs.v4i1.165,article,2024-04-30,2024,False,,ML,GeneralCloud,2,https://ojs.boulibrary.com/index.php/JAIGS/article/download/165/124
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4405855000,DATA ENGINEERING FOR SCALABLE MACHINE LEARNING DESIGNING ROBUST PIPELINES,10.34218/ijcet_15_06_157,article,2024-12-27,2024,False,,ML,Unknown,4,https://doi.org/10.34218/ijcet_15_06_157
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2789901503,Deep learning‐based real‐time fine‐grained pedestrian recognition using stream processing,10.1049/iet-its.2017.0329,article,2018-01-31,2018,False,,ML,GeneralCloud,15,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408324101,Software Aging Detection and Rejuvenation Assessment in Heterogeneous Virtual Networks,10.1109/tetc.2025.3547612,article,2025-03-11,2025,False,,Analytics,Unknown,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4389795024,Securing energy horizons: Cloud-driven based machine learning methods for battery management systems,10.3233/jifs-236391,article,2023-12-15,2023,False,,ML,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2518155652,Availability modeling for multi-tier cloud environment,10.1080/10798587.2016.1220122,article,2016-09-08,2016,False,,Analytics,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4317600358,Toward An Experimental Federated 6G Testbed: A Federated Leaning Approach,10.1109/aiccsa56895.2022.10017506,article,2022-12-01,2022,False,,ML,GeneralCloud,11,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4403678448,Cloud Platform Optimization Using Azure Machine Learning to Improve Performance and Reliability,10.1109/iccigst60741.2024.10717550,article,2024-07-18,2024,False,,ML,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4391851539,Five-layer IoT and Fog Computing Framework Towards Digital Twinning of Battery Management Systems for e-Transportation,10.1109/sgre59715.2024.10428786,article,2024-01-08,2024,False,,Simulation,Edge,6,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4409642633,Zero Trust Security for Web Applications in Microservice-Based Environments,10.1109/icdcc62744.2024.10960955,article,2024-11-29,2024,False,,ML,K8s,1,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4413487861,AI-Driven Big Data Analytics Framework for Real-Time Healthcare Insights,10.63282/3050-9262.ijaidsml-v4i1p108,article,2023-01-01,2023,False,,ML,GeneralCloud,2,https://ijaidsml.org/index.php/ijaidsml/article/download/224/202
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4400409232,Optimizing pre-copy live virtual machine migration in cloud computing using machine learning-based prediction model,10.1007/s00607-024-01318-6,article,2024-07-08,2024,False,,ML,GeneralCloud,12,https://link.springer.com/content/pdf/10.1007/s00607-024-01318-6.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4393079154,Enhancing Fault Tolerance System in Cloud Environment Through Failure Prediction Using Ensemble Learning,10.1109/idciot59759.2024.10467215,article,2024-01-04,2024,False,,ML,GeneralCloud,3,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2731079055,Performability evaluation and optimization analysis of repairmen for large-scale networks,10.1109/siu.2017.7960354,article,2017-05-01,2017,False,,Analytics,GeneralCloud,4,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4404490029,Predictive modeling for healthcare worker well-being with cloud computing and machine learning for stress management,10.11591/ijece.v15i1.pp1218-1228,article,2024-11-18,2024,False,,ML,GeneralCloud,6,https://ijece.iaescore.com/index.php/IJECE/article/download/36723/18032
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W2462182639,SERVmegh: framework for green cloud,10.1002/cpe.3903,article,2016-06-30,2016,False,,Simulation,GeneralCloud,9,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W3122599783,Availability modeling in redundant OpenStack private clouds,10.1002/spe.2953,article,2021-01-18,2021,False,,Analytics,GeneralCloud,8,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4408069504,Modeling Cloud Computing Adoption and its Impact on the Performance of IT Personnel in the Public Sector,10.14569/ijacsa.2025.0160242,article,2025-01-01,2025,False,,Analytics,GeneralCloud,2,https://thesai.org/Downloads/Volume16No2/Paper_42-Modeling_Cloud_Computing_Adoption_and_its_Impact.pdf
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4328028681,ucXception: A Framework for Evaluating Dependability of Software Systems,10.1109/qrs57517.2022.00063,article,2022-12-01,2022,False,,Chaos,GeneralCloud,2,
OpenAlex Core Stream,core,archival,True,,,,https://openalex.org/W4388483013,Smart System to Optimize Organic Crop Rotation Using Precision Agriculture Data,10.1109/ismsit58785.2023.10304948,article,2023-10-26,2023,False,,ML,GeneralCloud,7,
